"FOLIO","P1_1","P1_2_1","P1_2_2","P1_3","P1_4_1","P1_4_2","P1_4_3","P1_4_4","P1_4_5","P1_4_6","P1_5","P4_1_1","P4_1_2","P4_1_3","ENT","FACTOR"
"00008940","05","02","03","1","2","1","1","1","1","1","","3","3","3","23",892
"00008941","02","01","01","2","","","","","","","","","","","22",798
"00008942","03","01","02","1","2","2","1","2","1","2","01","2","2","3","06",178
"00008943","05","02","03","1","2","2","1","1","1","1","","2","2","2","27",842
"00008944","08","05","03","1","2","2","2","2","2","2","01","1","2","2","25",1921
"00008945","05","01","04","1","2","1","1","2","1","1","","1","1","1","08",2691
"00008946","04","02","02","1","1","1","1","1","1","1","","1","1","1","32",420
"00008947","05","01","04","1","1","1","1","2","1","1","","3","3","2","12",995
"00008948","05","02","03","1","2","1","1","2","1","1","","1","1","2","10",1055
"00008949","02","01","01","2","","","","","","","","","","","06",228
"00008950","01","00","01","2","","","","","","","","","","","17",1248
"00008951","02","01","01","1","2","1","1","2","1","1","","2","2","2","27",772
"00008952","04","01","03","1","2","2","1","2","1","1","","1","1","1","28",1617
"00008953","01","00","01","2","","","","","","","","","","","32",585
"00008954","02","01","01","2","","","","","","","","","","","29",288
"00008955","04","02","02","1","1","1","1","2","1","1","","1","1","1","21",1507
"00008956","01","00","01","2","","","","","","","","","","","18",507
"00008957","04","01","03","1","2","1","1","1","1","1","","1","1","1","04",450
"00008958","02","01","01","2","","","","","","","","","","","32",324
"00008959","08","04","04","1","2","2","1","2","1","2","01","1","2","2","31",463
"00008960","03","01","02","1","2","2","1","2","1","1","","1","1","1","23",708
"00008961","05","02","03","1","2","2","1","2","1","2","06","1","1","1","16",1365
"00008962","02","01","01","2","","","","","","","","","","","02",1154
"00008963","05","03","02","1","1","1","1","1","1","1","","1","1","1","15",5338
"00008964","02","01","01","2","","","","","","","","","","","31",804
"00008965","06","03","03","1","2","1","1","2","1","1","","1","1","2","11",4918
"00008966","02","01","01","2","","","","","","","","","","","06",228
"00008967","03","01","02","2","","","","","","","","","","","01",281
"00008968","02","01","01","2","","","","","","","","","","","02",1154
"00008969","03","01","02","1","1","2","1","1","1","1","","1","1","1","25",1125
"00008970","03","01","02","1","1","2","1","2","1","2","01","1","2","1","24",1574
"00008971","04","03","01","1","2","1","1","2","2","2","06","1","1","3","08",3938
"00008972","01","00","01","2","","","","","","","","","","","28",3731
"00008973","02","01","01","2","","","","","","","","","","","06",228
"00008974","02","01","01","2","","","","","","","","","","","25",1100
"00008975","03","02","01","1","2","2","1","2","1","1","","1","1","2","03",294
"00008976","05","02","03","1","2","2","1","2","2","2","01","2","2","3","06",140
"00008977","04","01","03","1","1","1","1","1","1","1","","2","1","1","26",1005
"00008978","06","05","01","2","","","","","","","","","","","03",157
"00008979","01","01","00","2","","","","","","","","","","","21",3180
"00008980","04","02","02","2","","","","","","","","","","","12",305
"00008981","03","02","01","1","2","1","1","1","1","1","","1","1","1","15",3199
"00008982","02","01","01","2","","","","","","","","","","","07",1217
"00008983","07","03","04","1","1","1","1","1","1","1","","3","3","2","24",310
"00008984","02","01","01","1","2","1","2","2","1","1","","1","1","3","07",1384
"00008985","03","01","02","1","1","1","1","2","1","1","","1","3","1","27",539
"00008986","02","01","01","2","","","","","","","","","","","04",296
"00008987","03","01","02","1","2","1","1","2","1","1","","1","1","1","01",446
"00008988","05","03","02","1","2","2","2","1","1","1","","1","2","1","16",2163
"00008989","06","02","04","1","2","2","2","1","1","2","01","2","2","2","26",1788
"00008990","05","02","03","1","2","1","1","2","1","1","","1","2","3","06",309
"00008991","05","02","03","1","2","2","1","2","1","1","","1","2","3","26",958
"00008992","05","03","02","2","","","","","","","","","","","30",861
"00008993","05","02","03","1","1","1","1","2","1","1","","1","1","1","29",260
"00008994","03","02","01","1","2","2","1","2","1","1","","1","1","1","21",1302
"00008995","02","00","02","1","2","1","1","1","1","1","","1","1","4","25",1545
"00008996","03","01","02","1","2","2","1","1","1","1","","1","1","1","26",1058
"00008997","04","01","03","1","1","1","1","1","1","1","","1","1","1","10",628
"00008998","05","02","03","1","1","1","1","1","1","1","","2","2","2","32",394
"00008999","01","00","01","1","1","1","1","1","1","1","","2","1","2","16",3288
"00009000","04","03","01","1","2","1","1","1","1","1","","1","1","2","27",624
"00009001","04","02","02","1","2","1","1","1","1","1","","1","1","1","18",248
"00009002","03","01","02","1","2","1","1","2","1","1","","2","1","2","03",384
"00009003","07","04","03","1","2","2","1","2","1","1","","1","1","1","14",3305
"00009004","04","02","02","1","2","1","1","1","1","1","","1","1","2","22",696
"00009005","02","01","01","2","","","","","","","","","","","32",324
"00009006","04","03","01","1","2","2","2","2","1","1","","1","1","1","11",1826
"00009007","04","02","02","1","1","2","1","2","1","1","","1","1","1","14",3905
"00009008","01","01","00","2","","","","","","","","","","","20",1734
"00009009","01","01","00","2","","","","","","","","","","","03",488
"00009010","07","05","02","1","2","2","1","2","1","2","01","1","1","1","21",1349
"00009011","01","00","01","2","","","","","","","","","","","22",1656
"00009012","04","02","02","1","2","1","1","2","1","1","","1","1","1","17",349
"00009013","01","00","01","2","","","","","","","","","","","15",9130
"00009014","03","02","01","2","","","","","","","","","","","24",538
"00009015","06","03","03","1","1","2","1","2","1","1","","1","2","2","20",3005
"00009016","05","03","02","1","2","1","2","2","1","1","","1","2","2","32",264
"00009017","05","02","03","1","1","1","1","1","1","1","","1","1","1","05",1119
"00009018","05","02","03","2","","","","","","","","","","","11",599
"00009019","03","02","01","1","2","1","2","2","1","1","","2","2","2","29",404
"00009020","02","01","01","1","2","2","1","2","1","2","01","1","3","3","16",1612
"00009021","02","01","01","2","","","","","","","","","","","03",253
"00009022","03","02","01","1","2","1","2","2","1","1","","1","3","4","31",1184
"00009023","03","02","01","1","2","1","1","2","1","1","","1","1","1","07",1768
"00009024","05","03","02","1","2","1","1","2","1","1","","1","1","2","21",1636
"00009025","05","02","03","1","2","2","2","2","1","2","02","2","2","1","18",794
"00009026","02","01","01","2","","","","","","","","","","","03",253
"00009027","02","00","02","2","","","","","","","","","","","26",923
"00009028","05","02","03","1","1","1","1","1","1","1","","1","1","1","32",450
"00009029","03","02","01","2","","","","","","","","","","","03",197
"00009030","04","02","02","1","2","2","1","2","1","1","","4","4","3","15",5339
"00009031","01","00","01","2","","","","","","","","","","","12",1925
"00009032","02","00","02","2","","","","","","","","","","","04",329
"00009033","03","02","01","1","2","2","1","2","1","1","","1","1","1","07",1379
"00009034","05","02","03","1","2","2","1","2","1","1","","1","1","1","24",1287
"00009035","02","01","01","2","","","","","","","","","","","29",288
"00009036","05","03","02","1","1","1","1","1","1","1","","3","2","1","15",3064
"00009037","03","03","00","1","2","1","2","2","1","2","01","1","2","1","07",2253
"00009038","04","02","02","1","2","1","1","2","1","1","","2","1","1","09",3901
"00009039","03","01","02","1","2","2","1","2","1","2","05","1","1","1","31",1129
"00009040","04","01","03","1","2","2","1","2","1","1","","2","1","2","20",575
"00009041","05","02","03","1","2","2","1","2","1","2","01","3","3","3","21",1101
"00009042","04","02","02","2","","","","","","","","","","","08",605
"00009043","02","01","01","2","","","","","","","","","","","15",4670
"00009044","03","01","02","2","","","","","","","","","","","29",176
"00009045","02","01","01","2","","","","","","","","","","","06",228
"00009046","01","00","01","2","","","","","","","","","","","28",3731
"00009047","01","00","01","2","","","","","","","","","","","29",659
"00009048","03","01","02","1","1","1","1","2","1","1","","2","2","2","29",257
"00009049","05","03","02","1","2","1","1","1","1","1","","1","1","1","18",191
"00009050","06","02","04","1","1","2","2","2","1","1","","1","1","1","05",1189
"00009051","02","01","01","2","","","","","","","","","","","07",1217
"00009052","08","03","05","1","2","1","1","2","1","1","","1","2","2","04",495
"00009053","04","02","02","1","1","1","1","2","1","1","","3","3","3","02",2068
"00009054","04","01","03","2","","","","","","","","","","","17",152
"00009055","02","01","01","1","2","2","1","2","1","2","01","1","1","2","10",1035
"00009056","01","01","00","1","2","1","1","2","1","1","","1","1","2","08",3268
"00009057","03","02","01","1","2","2","1","2","1","1","","1","1","3","27",480
"00009058","01","00","01","2","","","","","","","","","","","02",2584
"00009059","01","00","01","2","","","","","","","","","","","12",1925
"00009060","02","01","01","2","","","","","","","","","","","22",798
"00009061","06","02","04","1","1","2","2","2","1","2","02","1","1","1","32",387
"00009062","04","01","03","1","2","1","1","2","1","1","","1","1","3","18",158
"00009063","04","01","03","1","2","1","2","2","1","1","","1","2","2","07",514
"00009064","01","00","01","2","","","","","","","","","","","09",8713
"00009065","04","03","01","1","2","2","1","2","1","1","","1","2","1","20",3934
"00009066","04","01","03","1","1","2","1","2","1","1","","2","2","2","29",233
"00009067","06","03","03","1","1","2","2","2","1","1","","1","1","1","24",495
"00009068","04","01","03","1","2","2","1","2","1","1","","1","1","1","30",1688
"00009069","03","00","03","1","1","1","1","1","1","1","","1","2","1","10",1215
"00009070","05","03","02","1","2","2","2","2","1","1","","1","1","1","09",3622
"00009071","04","02","02","1","2","2","1","2","1","1","","1","1","1","08",1020
"00009072","01","01","00","2","","","","","","","","","","","18",754
"00009073","02","02","00","1","2","1","1","1","1","1","","1","1","2","04",340
"00009074","05","03","02","1","2","1","1","2","1","1","","1","2","2","08",2446
"00009075","04","02","02","1","2","2","1","2","1","1","","1","1","1","11",1965
"00009076","05","03","02","1","2","1","1","2","1","1","","1","1","1","31",946
"00009077","04","02","02","1","2","2","2","2","1","2","06","4","4","4","05",1040
"00009078","12","08","04","1","2","2","2","2","2","2","01","2","2","2","21",3296
"00009079","03","01","02","1","2","2","2","2","1","2","01","1","1","1","26",1760
"00009080","08","06","02","1","1","1","1","1","1","1","","2","2","2","09",2874
"00009081","02","01","01","2","","","","","","","","","","","14",3074
"00009082","12","05","07","1","2","2","2","1","1","1","","1","1","1","19",13296
"00009083","04","02","02","1","1","1","1","1","1","1","","2","3","1","09",5470
"00009084","01","01","00","1","2","1","1","1","1","1","","3","3","4","06",550
"00009085","01","01","00","2","","","","","","","","","","","01",925
"00009086","03","02","01","2","","","","","","","","","","","26",572
"00009087","03","02","01","1","2","2","2","2","1","2","08","1","2","1","01",1037
"00009088","01","00","01","2","","","","","","","","","","","32",585
"00009089","03","02","01","1","2","2","1","1","1","1","","1","2","3","04",284
"00009090","02","01","01","2","","","","","","","","","","","11",1790
"00009091","02","01","01","2","","","","","","","","","","","10",610
"00009092","04","02","02","1","2","2","1","1","1","1","","2","2","3","28",1562
"00009093","04","01","03","1","1","1","1","1","1","1","","1","1","1","29",168
"00009094","01","01","00","2","","","","","","","","","","","20",1734
"00009095","02","01","01","2","","","","","","","","","","","25",1100
"00009096","02","01","01","2","","","","","","","","","","","13",957
"00009097","03","01","02","1","2","2","2","2","1","2","01","1","1","2","07",1199
"00009098","02","01","01","2","","","","","","","","","","","10",610
"00009099","02","01","01","1","1","1","2","2","1","1","","1","1","1","08",2094
"00009100","06","04","02","2","","","","","","","","","","","16",395
"00009101","05","03","02","1","2","1","1","2","1","1","","1","1","1","17",347
"00009102","04","01","03","2","","","","","","","","","","","25",567
"00009103","04","01","03","1","2","1","1","1","1","1","","1","4","1","10",1012
"00009104","01","01","00","2","","","","","","","","","","","25",2168
"00009105","03","02","01","1","2","2","1","2","1","1","","1","1","1","22",783
"00009106","02","01","01","2","","","","","","","","","","","01",441
"00009107","02","01","01","2","","","","","","","","","","","28",1726
"00009108","02","01","01","2","","","","","","","","","","","17",527
"00009109","04","02","02","1","2","2","2","2","1","1","","1","1","1","13",1004
"00009110","03","02","01","1","2","2","1","2","1","1","","1","1","1","27",459
"00009111","03","01","02","2","","","","","","","","","","","04",183
"00009112","07","04","03","1","2","1","1","2","1","1","","2","2","2","27",128
"00009113","05","02","03","1","1","2","2","2","1","1","","1","2","1","22",1445
"00009114","03","02","01","1","1","1","1","1","1","1","","2","2","2","17",1021
"00009115","02","00","02","1","2","2","1","2","1","1","","1","1","1","26",2131
"00009116","04","01","03","1","1","2","1","1","1","1","","1","1","1","21",2637
"00009117","02","01","01","2","","","","","","","","","","","22",798
"00009118","04","02","02","1","2","2","2","2","1","2","01","1","1","1","20",1473
"00009119","05","02","03","1","2","1","1","2","1","1","","1","1","2","03",256
"00009120","02","01","01","2","","","","","","","","","","","11",1790
"00009121","04","02","02","1","2","2","2","2","1","2","01","2","1","2","31",563
"00009122","02","01","01","2","","","","","","","","","","","27",585
"00009123","04","01","03","1","2","1","1","2","1","1","","1","1","1","21",1196
"00009124","04","02","02","1","1","1","1","1","1","1","","1","1","1","14",3683
"00009125","03","02","01","1","2","2","1","2","1","2","02","1","1","1","27",459
"00009126","03","00","03","2","","","","","","","","","","","09",3532
"00009127","01","00","01","2","","","","","","","","","","","32",585
"00009128","03","02","01","1","2","2","1","2","1","2","02","1","2","3","07",894
"00009129","05","03","02","1","2","1","1","2","1","1","","2","2","2","27",250
"00009130","04","02","02","1","1","1","1","1","1","1","","2","2","2","29",270
"00009131","03","01","02","2","","","","","","","","","","","26",604
"00009132","02","01","01","2","","","","","","","","","","","31",804
"00009133","05","03","02","1","2","2","1","2","1","2","01","2","2","2","30",1767
"00009134","02","01","01","2","","","","","","","","","","","26",874
"00009135","02","01","01","2","","","","","","","","","","","28",1726
"00009136","04","03","01","2","","","","","","","","","","","24",407
"00009137","04","02","02","1","2","2","2","1","1","1","","2","1","1","26",1088
"00009138","02","01","01","2","","","","","","","","","","","20",738
"00009139","02","01","01","2","","","","","","","","","","","20",738
"00009140","07","03","04","1","2","2","1","2","1","1","","1","1","1","06",91
"00009141","04","03","01","1","2","2","1","2","1","2","07","1","1","1","29",538
"00009142","01","01","00","2","","","","","","","","","","","08",2684
"00009143","09","03","06","1","2","1","1","2","1","1","","1","1","2","12",3442
"00009144","03","02","01","2","","","","","","","","","","","20",411
"00009145","03","01","02","1","2","2","2","2","1","2","01","1","1","1","06",274
"00009146","03","01","02","1","2","1","1","2","1","1","","1","2","1","19",2395
"00009147","03","02","01","2","","","","","","","","","","","30",1683
"00009148","04","03","01","2","","","","","","","","","","","20",258
"00009149","03","02","01","2","","","","","","","","","","","16",722
"00009150","03","02","01","2","","","","","","","","","","","11",1173
"00009151","02","01","01","2","","","","","","","","","","","08",1261
"00009152","04","02","02","1","2","2","1","2","1","2","02","2","2","2","28",1109
"00009153","02","01","01","2","","","","","","","","","","","15",4670
